,index,content,score,score_cat,detected_language
20947,9816,wholeheartedly recommend,5,positive,en
20948,9816,i have used free and paid versions love both,5,positive,en
20949,9816,absolutely astonishing technology,5,positive,en
20950,9817,please update app with more information,3,negative,en
20951,9818,very great ai i absolutely love what it can do awesome,5,positive,en
20952,9819,blessed to have it officially on android thanks melon musk and development team,5,positive,en
20953,9820,just installed,5,positive,en
20954,9820,it's a beautiful application love it take love from bangladesh,5,positive,en
20955,9821,it is amazing,5,positive,en
20956,9821,it is also very nice and helpful,5,positive,en
20957,9822,it is an amazing the for the help,5,positive,en
20958,9823,i use chatgpt for developing website and some wrong information is there i understand it is in developing stage,5,positive,en
20959,9824,thank you very much,5,positive,en
20960,9824,may god elevate you further,5,positive,en
20961,9824,you have given birth to a new world in this universe,5,positive,en
20962,9824,i am a trader and a quantitative analyst,5,positive,en
20963,9824,this helps a lot in doing analysis,5,positive,en
20964,9824,i can predict the future price of any company with its help,5,positive,en
20965,9825,to be very honest it's a very good app i really like it,5,positive,en
20966,9826,great app answer in seconds give me exactly what i am looking,5,positive,en
20970,9828,nice app but sometimes gives wrong answers,4,neutral,en
20971,9829,very disappointed est of all it doesn't remember anything old in text even in same chat the most important part it misleads from islam dont directly say offense but proving it to be a fake religion like monkey is evolved from human theory is real and lot of things when i say it isn't and you are offensive it says i want and sorrys and then says it isn't real they dont respect any religion they just want to make money and credit never download this app it is wasting your time very disappointed reply,1,negative,en
20973,9831,great work,5,positive,en
20974,9831,wish you best of lucky,5,positive,en
20975,9832,such amazing assistant helps me lot,5,positive,en
20976,9833,i like the ai apps this app is very great .,5,positive,en
20977,9834,this is the best creation known to man for an inept like myself,5,positive,en
20978,9834,i'm in love,5,positive,en
20979,9835,i couldn't log in via google no matter how long i wait,1,negative,en
20980,9835,i've used chatgpt a lot on pa so i have no idea why this app doesn't work,1,negative,en
20981,9836,this app is cool and fantastic,4,neutral,en
20982,9836,it help me in almost all of my assignments,4,neutral,en
20983,9836,and some other necessary questions as well,4,neutral,en
20984,9837,this is awesome,5,positive,en
20985,9837,whoever is behind this app i love you,5,positive,en
20986,9838,i can't use chatgpt never sends the sums code,4,neutral,en
20987,9839,very very nice app for all things,5,positive,en
20988,9840,thanks for making it phone usable app,5,positive,en
20989,9840,hope it will be better and better in future... no dislikes here,5,positive,en
20990,9841,sometimes it doesn't answer all the questions,4,neutral,en
20991,9842,no option to increase font size,1,negative,en
20992,9843,it can nearly answer any questions,5,positive,en
20994,9845,this app actually help me lot,5,positive,en
20995,9845,thankyou so much openai!,5,positive,en
20996,9846,best application evert dose all my easy wit one tap,5,positive,en
20998,9848,very good app for students,5,positive,en
20999,9849,love it,5,positive,en
21000,9849,so useful,5,positive,en
21001,9850,this app is good for fun and information,5,positive,en
21002,9851,this is amazing app,5,positive,en
21003,9851,seriously i am happy for the use this app,5,positive,en
21004,9852,very helpful,4,neutral,en
21005,9852,but as a student of mathematics stream i can say that it's not for us if we are trying to solve mathematical problems through chatgpt.,4,neutral,en
21006,9853,we can improve all kinds of knowledge by using chatgpt.,5,positive,en
21007,9854,i am grateful that openai exist,5,positive,en
21008,9854,nice application,5,positive,en
21009,9855,it's too too too much good and helpful,5,positive,en
21010,9856,minimal and clean,5,positive,en
21011,9857,good program for everyone,5,positive,en
21012,9858,my best friend who doesn't lie,5,positive,en
21013,9858,the intellectual logical and intelligent is mindblowing.,5,positive,en
21014,9859,chatgpt is a better friend than most of my girl friends,5,positive,en
21016,9861,not able to login,1,negative,en
21017,9862,does not allow me to sign in via any methods all send me back to the start screen,1,negative,en
21018,9863,best i got this is one that handles my all channel,5,positive,en
21019,9864,this app have slower ai response than the actual website,3,negative,en
21020,9864,this app is good if you want to use chatgpt quickly without opening a website browser,3,negative,en
21021,9865,it's very helpful for me or students,5,positive,en
21022,9866,it helps me lot to write project essay writing letter,5,positive,en
21023,9867,very helpful for school project thanks,5,positive,en
21024,9867,this application help me so much in anything ⁠ノ⁠⁠⁠⁠⁠ノ⁠◍⁠•⁠ᴗ⁠•⁠◍⁠⁠,5,positive,en
21025,9868,learned some good information for my advance studying,5,positive,en
21026,9868,the bot even apologized for the mistake in its last response and meticulously explained the precise response,5,positive,en
21027,9868,1010.,5,positive,en
21028,9869,very nice ai keep it upgrading,5,positive,en
21029,9870,please add image facilities with any information,3,negative,en
21031,9872,it's an amazing app thanks for making app for chatgpt,5,positive,en
21032,9873,loved it made my life easier now on the go i,5,positive,en
21033,9874,good air,5,positive,en
21034,9874,please add details after sep 2021 as well,5,positive,en
21035,9875,so helpful,5,positive,en
21036,9875,thanks for this great app,5,positive,en
21037,9876,it was fine i just think u can always improve,4,neutral,en
21038,9877,update the information it just keeps on saying i am updated until sep 2021 only fix this and the rest of the functioning is great try to add image option too hoping up images would be more understandable,5,positive,en
21039,9878,this is a very great and helpful app,5,positive,en
21040,9879,fastest and clearest assistant,5,positive,en
21041,9880,very nice app its helps me with my all questions,5,positive,en
21042,9881,very useful for university assignment,5,positive,en
21043,9882,very interesting and cool app,5,positive,en
21044,9883,i prefer the browser but this is good on the go,5,positive,en
21045,9884,this app is very good it's works perfectly,5,positive,en
21046,9885,life changing i no longer have to talk to myself at am when my insomnia hits,5,positive,en
21047,9886,the app is genuinely good its small in size efficient and provides the information within seconds,5,positive,en
21048,9886,thank you team openai.,5,positive,en
21049,9887,this app questioning me the code but they didn't send,1,negative,en
21051,9889,best app for educational use,5,positive,en
21052,9890,works just as well as the browser version,5,positive,en
21053,9891,please add more support for hindi,4,neutral,en
21054,9892,this app is useless this app doesn't provided needed programming codes just provide the using software totally uselessgoogle assistant is better it a copy at of google assistant only the difference is the google can talk this only write,1,negative,en
21055,9893,great ai for students,5,positive,en
