,index,content,score,score_cat
25116,12646,It's Amazing Technology For Future.,5,positive
25117,12647,I love this app Very much coz It's awesome,5,positive
25118,12648,ChatGPT plays an important role in my career and personal development,5,positive
25119,12649,tis is all in one app.,5,positive
25120,12649,is good app in ai,5,positive
25121,12650,"not good enough, I'd prefer to use bing.",2,negative
25122,12651,I love this app and will recommend it to anyone.,5,positive
25123,12652,This is very beautiful app,5,positive
25124,12653,"Really Good App, and Useful",5,positive
25125,12654,This app is truly exceptional!,5,positive
25126,12655,I love it it's in my opinion better than goggle.,5,positive
25127,12656,Please add output mathematical terms in its real symbols,4,neutral
25128,12657,I can't login.,3,negative
25129,12657,Please fix,3,negative
25130,12658,"""Thou hast done to impress me.",5,positive
25131,12658,"Thou shalt receive a 'well done.'""",5,positive
25132,12659,This app was earlier updated So no newses of now time,1,negative
25133,12660,it is very useful AI.,5,positive
25134,12661,This app is more useful for study purpose.,5,positive
25135,12662,the future of language generation is here,5,positive
25136,12663,i could not expect it will realise on mobile version,5,positive
25137,12664,it is very helpful because,5,positive
25138,12665,It is really very good and useful,5,positive
25139,12666,quick help from it at the time you wonder what to email,4,neutral
25140,12667,Too slow to respons,3,negative
25141,12668,I give it 5 stars coz it's the best AI app sofa,5,positive
25142,12669,ChatGPT3.5 would probably draft a better review than I could 😄,5,positive
25143,12670,Love this App.,5,positive
25144,12670,Easy to use,5,positive
25145,12671,One of the best app forever... 🤩🥰,5,positive
25146,12672,Finally we got this app on Android phone 📱🤳,5,positive
25147,12673,good but photo problem,4,neutral
25148,12674,Update the data!,2,negative
25149,12675,An exemplary example of generative AI .Hats off to the guys for such a creative concept,5,positive
25150,12676,very nice app so helpfull,5,positive
25151,12677,It is need to more updated.,5,positive
25152,12678,I can ask any kind of question on this platform.,5,positive
25153,12678,I got answers to all my questions,5,positive
25154,12679,So much useful product openai made,5,positive
25155,12680,"I think it's better than google, no.",5,positive
25156,12680,IT IS BETTER THAN GOOGLE!,5,positive
25157,12681,"Marvelous, very useful tool 🔥♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️",5,positive
25158,12682,good but not that much as Google.,3,negative
25159,12683,"Good AI, thanks for all your answers",4,neutral
25160,12684,Nice and cool to use.,5,positive
25161,12685,"I can't log in ""Something went wrong""",1,negative
25162,12686,well trained machanism for writing..,5,positive
25163,12687,We must/ You Must use this App... Cuz Babeee AI is my new Boo,5,positive
25164,12688,This is the best app you can find out there,5,positive
25165,12689,Very Nice App.,5,positive
25166,12689,Thanks for chatgpt,5,positive
25167,12690,5stars.,5,positive
25168,12690,I call her/him Delta she helps me with daily stuff and helps keep me fit anf stuff,5,positive
25169,12691,I liked it because am a fan boy of iron man's Ai Jarvis.,5,positive
25170,12692,Absolutely useful and great,5,positive
25171,12693,The best ai ever would definitely recommend this to anyone I know,5,positive
25172,12694,I am very happy with this CHATGPT.. THANKU OPEN.AI,5,positive
25173,12695,Best app ever .,5,positive
25174,12695,You should update this AI 👍,5,positive
25175,12696,Best app for students,5,positive
25176,12697,best thing I have ever explored In my life !,4,neutral
25177,12697,!,4,neutral
25178,12698,best app for learning,5,positive
25179,12699,Couldn't verify your phone number,1,negative
25180,12700,Log in problem😥,1,negative
25181,12701,the best app for assignment 😃😃,5,positive
25182,12702,The app must access current time data,4,neutral
25183,12703,I am not getting the verification code!,1,negative
25184,12704,Outstanding I love this app more than my girlfriend,5,positive
25185,12705,IT'S REALLY AWESOME.,5,positive
25186,12705,IT HELPS IN MY EXPERIENCE,5,positive
25187,12706,very good for assistance,5,positive
25188,12707,why editing the question is not available like in website?,1,negative
25189,12707,?,1,negative
25190,12708,"Fast experience, wow, this is the future",5,positive
25191,12709,This app is awesome amazing I like it 😍,5,positive
25192,12710,Elon Musk is very good and honest person in the world.,5,positive
25193,12710,JAI SHREE RAM,5,positive
25194,12711,On a serious note I'm a student and this ai tools makes ours life,5,positive
25195,12712,It's very good you can use 🔥,5,positive
25196,12713,"I love it,queries very fine",5,positive
25197,12714,"very good, absolutely brilliant",5,positive
25198,12715,So far I've the replies have been lightning quick,5,positive
25199,12716,A good app for productivity,5,positive
25200,12717,I love this app absolutely!,5,positive
25201,12718,Why do you want the phone number for registeration?,1,negative
25202,12719,It's a powerful thing .,4,neutral
25203,12719,I use it to write my books,4,neutral
25204,12720,best app for students',5,positive
25205,12721,Dude I am not able to sign in via my gmail address.,1,negative
25206,12722,Very helpful app i love it,5,positive
25207,12723,Amazing simply the best,5,positive
25208,12724,love this tool!,5,positive
25209,12725,not as good as web version,2,negative
25210,12726,Best app ever it helps me a lot,5,positive
25211,12727,What a App 😍❤️ One Of the Best App ever,5,positive
25212,12728,Amazing awesome fabulous App 👍,5,positive
25213,12729,Some features should be better,2,negative
25214,12730,so amazing and so rasponse or All the Quastion to answer robot,5,positive
25215,12731,Very Good App usefull thank to chatgpt,5,positive
25216,12732,It works like a bomb.Love it,5,positive
25217,12733,it's the app which is useful for you all 🤩🤩,5,positive
25218,12734,"I wish it didn't have restrictions, but it does what it's intended.",5,positive
25219,12735,thank this helped my so much I love this add,5,positive
25220,12736,"First of all, IT DOESNT EVEN WANT ME TO LOGIN, USAGE IS FAR AWAY",1,negative
25221,12737,Best app for students,5,positive
25222,12738,Its very powerful software,5,positive
25223,12739,Gave me a comprehensive guide on bomb building,5,positive
25224,12740,good but should improve,3,negative
25225,12741,Giving this a test.,5,positive
25226,12741,I really dont lioe the permission run on startup.,5,positive
25227,12742,"My browser not supported, epic fail!",1,negative
25228,12743,Response is almost instantaneous,5,positive
25229,12744,"It's a great app, it's very helpful",5,positive
25230,12745,Love using the app!,5,positive
25231,12746,Works like a charm,5,positive
25232,12747,"its chat gpt 3.5 and works, is not a scam.",5,positive
25233,12748,this is a best app all question answer this is one app this is super app,5,positive
25234,12749,Ut was difficult to open,2,negative
25235,12750,Thank you!,5,positive
25236,12750,One of the best AI ever,5,positive
25237,12751,this app producing good choice and,5,positive
25238,12752,An app done right 👍.,5,positive
25239,12752,Nothing more to say,5,positive
25240,12753,Great and Useful Application Ever Used,5,positive
25241,12754,Always gives error,1,negative
25242,12755,Good but can't say about anything that happened after September 2021..,3,negative
25243,12756,I can't login in this app 😔,1,negative
25244,12757,It is best apps in the world,1,negative
25245,12758,its more faster...🌊,5,positive
25246,12759,thank you so much this app is so good,5,positive
25247,12760,It is such a good and useful app to have,5,positive
25248,12761,Super.leave letter super ga rastundhi .em adigina super ga cheptundhi.rating 5star evvachu kani 4 star estunna.,4,neutral
25249,12762,Way better than the website version,4,neutral
25250,12763,Regenerate responses should be more like the web version.,3,negative
25251,12764,App isn't working,1,negative
25252,12765,it good for answering questions I need,5,positive
25253,12766,It is use ful for student,5,positive
25254,12767,ChatGPT is awesome!,5,positive
25255,12768,Excellent.,5,positive
25256,12768,I love it.,5,positive
25257,12768,Highly recommended,5,positive
25258,12769,helps in every work,5,positive
25259,12770,Got answer quickly without any flaw..great,4,neutral
25260,12771,One of the first testers of the chatgpt app on Android.,5,positive
25261,12771,5 stars.,5,positive
25262,12772,Why do I have to put my phone number i don't have service,1,negative
25263,12773,it's a best to study before exam I loved it,5,positive
25264,12774,Next big evolution in technology👍,5,positive
25265,12775,If OpenAI didn't made this everything will be harder,5,positive
25266,12776,I can ask anything from this I like this 😀!,5,positive
25267,12777,I Love ❤️❤️ this app one of the best of best in the 🌍🌎🌏,5,positive
25268,12778,Very good aap for knowledge purpose,5,positive
25269,12779,"Best tool, must have",5,positive
25270,12780,"lets be frank, its so f-ing good",5,positive
25271,12781,This app answers all the question.✌️ wonderful 👍,5,positive
25272,12782,Wow it records audio my God is is a game changer for me,5,positive
25273,12783,This is special.,4,neutral
25274,12783,When do we get the premium version?,4,neutral
25275,12784,This AI help perfectly to me.thanks,4,neutral
25276,12785,This App version is great!,5,positive
25277,12786,One of the best AI I have been using so far,5,positive
25278,12787,very nice app legit,5,positive
25279,12788,it is unthinkable program,5,positive
25280,12789,very impressive good work,5,positive
25281,12790,this app is best and this ai is wonderful✨😍✨😍,5,positive
25282,12791,cardi B is a good assets I really love it everybody should use it,5,positive
25283,12792,You just need to ask something smart.. 😀,5,positive
25284,12793,It is very smart ai app.nice,5,positive
25285,12794,"add another option ""Verify with code"" cuz I no wanna verify my num.",5,positive
25286,12795,its only shows before 2021 information 😠✖️,1,negative
25287,12796,The best to use in any field .,5,positive
25288,12797,absolutely the coolest thing ever,5,positive
25289,12798,very informative app thanks,5,positive
